Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length
Kremlin,Geography,Landmarks,,,0,3,7
Krypton,Math and Science,,,,0,3,7
Laaitie,Culture,,,1,1,1,7
Lebonon,Geography,City,,,1,2,7
Lesotho,Geography,Country,,1,1,1,7
Macbeth,Language and Literature ,Plays,,,0,1,7
Chalte Chalte,Movies,,,,1,3,13
Eren Yeager,People and Characters,Anime,,,1,3,11
Mampara,Culture,,,1,1,3,7
Manatee,Animals,,,,0,2,7
Mascara,Things,triplets,,,1,1,7
MoParks,Companies,,,1,0,2,7
LaMelo Ball,People and Characters,Sports,Basketball,,0,3,11
mzoli's,Geography,Places,,,1,2,7
Naspers,Companies,,,1,1,2,7
Netcare,Companies,,,1,1,2,7
Netflix,Companies,,,,1,1,7
NVIDIA ,Companies,,,,1,2,7
Pac-Man,Games,,,,1,1,7
Parkour,Sports,,,,0,2,7
Peacock,Animals,,,,0,1,7
pedro's,Companies,South Africa,,1,0,2,7
Pokémon,Games,,,,1,1,7
Lilly Singh,People and Characters,Youtube,,,1,3,11
Raccoon,Animals,,,,0,1,7
Virat Kohli,People and Characters,Sports,Cricket,,0,3,11
Jerry Rice,People and Characters,Sports,,,1,3,10
Sandman,Language and Literature ,Book,,,0,2,7
Sangoma,Culture,,,1,0,2,7
Sapiens,Language and Literature ,,,,1,1,7
Sashimi,Food and Drink,Meal,,,1,2,7
Savanna,Nature,,,,0,1,7
Shining,Language and Literature ,Book,,,0,2,7
Downton Abbey,TV Show,,,,0,3,13
Somalia,Geography,Country,,,0,3,7
Spotify,Companies,,,,0,1,7
stokvel,Culture,,,1,1,2,7
Takkies,Culture,,,1,1,2,7
Dragon Prince,TV Show,,,,1,3,13
Titanic,History,,,,0,1,7
Twister,Games,,,,0,1,7
Umlungu,Culture,,,1,0,3,7
Untamed,Language and Literature ,,,,0,2,7
Vanuatu,Geography,Country,,,0,3,7
Vietnam,Geography,Country,,,0,2,7
Vodacom,Companies,,,,1,1,7
Wakanda,Language and Literature ,Places,,,0,1,7
Kal Ho Naa Ho,Movies,Indian,,,1,3,13
Liza Koshy,People and Characters,Youtube,,,0,3,10
Alpaca,Animals,,,,0,2,6
Amasie,Food and Drink,,,1,1,3,6
Ankara,Geography,City,Capital,,1,3,6
Portishead,People and Characters,Music,Artist,,1,3,10
Asgard,Language and Literature ,Places,,,0,3,6
Athens,Geography,City,,,0,2,6
Bakkie,Things,South Africa,,1,1,1,6
Belize,Geography,Country,,,0,3,6
Twilight Zone,TV Show,,,,1,3,13
Berlin,Geography,City,,,0,2,6
Bhutan,Geography,Country,,,1,3,6
Cowboy Bebop,TV Show,Anime,,,1,3,12
BOBCAT,Animals,,,,0,1,6
BODMAS,Math and Science,,,,0,2,6
brexit,History,,,,0,1,6
Bronze,Math and Science,,,,0,1,6
Carbon,Math and Science,,,,0,1,6
Chanel,Companies,,,,1,2,6
cheers,Language and Literature ,,,,1,1,6
Xi Jinping,People and Characters,Politician,,,0,3,10
Clicks,Companies,,,,0,1,6
Cluedo,Games,Boardgame,,,1,2,6
Cobalt,Math and Science,,,,0,2,6
Aristotle,People and Characters,,,,1,3,9
Kai Cenat,People and Characters,Streamer,,,0,3,9
Dassie,Culture,,,1,1,1,6
Deezer,Companies,,,,1,2,6
DevOps,Technology,,,,0,3,6
Line of Duty,TV Show,,,,1,3,12
Diwali,Events,Holidays,,,1,1,6
Orphan Black,TV Show,,,,1,3,12
Durban,Geography,City,,1,1,1,6
Eggnog,Food and Drink,Drink,,1,1,2,6
Ericas,Nature,South Africa,,1,1,2,6
PewDiePie,People and Characters,Youtube,,1,1,3,9
prodigal son,TV Show,,,,1,3,12
Fynbos,Culture,,,1,1,1,6
Ray Brown,People and Characters,Music,Artist,,0,3,9
Greece,Geography,Country,,,0,1,6
Guyana,Geography,Country,,,0,3,6
Hawker,Culture,,,1,0,3,6
Hockey,Sports,,,,1,1,6
Ikigai,Language and Literature ,,,,0,2,6
Indaba,Culture,,,1,1,3,6
Israel,Geography,Country,,,0,1,6
Mandalorian,TV Show,,,,1,3,11
Kakapo,Animals,,,,0,3,6
Kimchi,Food and Drink,Meal,,,1,2,6
Kwaito,Culture,,,1,1,2,6
Lekker,Culture,,,1,1,1,6
Lisbon,Geography,City,Capital,,0,2,6
Madrid,Geography,City,,,0,1,6
Mexico,Geography,Country,,,1,1,6
Mimosa,Food and Drink,Drink,,,1,2,6
Monaco,Geography,Country,,,0,2,6
Moscow,Geography,City,,,0,2,6
Doctor Who,TV Show,,,,1,3,10
Narnia,Language and Literature ,Places,,,0,1,6
Nickel,Math and Science,,,,0,2,6
Norway,Geography,Country,,,0,2,6
Ocelot,Animals,,,,0,2,6
Orania,Geography,Landmarks,,,1,1,6
Ottawa,Geography,City,,,0,2,6
Oxygen,Math and Science,,,,0,1,6
Padkos,Culture,,,1,0,2,6
Pangea,Geography,Landmarks,,,0,2,6
Prague,Geography,Country,,,0,2,6
Good Place,TV Show,,,,1,3,10
Quagga,Culture,,,1,1,2,6
Rabbit,Animals,,,,0,1,6
Russia,Geography,Country,,,1,1,6
Sanlam,Companies,,,,1,1,6
Sarmie,Culture,,,1,1,3,6
Satrix,Companies,,,,0,3,6
Silver,Math and Science,,,,1,1,6
Smiley,Food and Drink,,,1,0,3,6
Soccer,Sports,,,,0,1,6
Sweden,Geography,Country,,,0,2,6
Tennis,Sports,,,,0,1,6
Tetris,Games,,,,1,1,6
Ryan Higa,People and Characters,Youtube,,,1,3,9
Thunee,Games,,,,1,2,6
Toyota,Companies,,,,1,1,6
Trifle,Food and Drink,,,,1,3,6
Goodfellas,Movies,,,,1,3,10
Turkey,Geography,Country,,,0,1,6
Ubuntu,Culture,,,1,1,1,6
Skeem Saam,TV Show,,,1,1,3,10
Walrus,Animals,,,,0,1,6
Weasel,Animals,,,,0,2,6
Webcam,Things,,,,0,1,6
Wombat,Animals,,,,0,2,6
Yamaha,Companies,,,1,1,2,6
The Shah ,People and Characters,Politician,,,0,3,9
46664,History,,,,0,2,5
AK-47,Things,,,,0,1,5
Tom Brady,People and Characters,Sports,American Football,,1,3,9
Twin Peaks,TV Show,,,,1,3,10
Atcha,Food and Drink,,,,1,2,5
Bokke,Culture,,,1,1,1,5
Bompi,Food and Drink,,,1,0,2,5
Buchu,Nature,South Africa,,1,1,3,5
Cairo,Geography,City,,,0,1,5
Catan,Games,Boardgame,,,0,2,5
Chile,Geography,Country,,,0,2,5
Chord,Things,Music,,,0,1,5
Coati,Animals,,,,1,2,5
AL CAPONE,TV Show,,,,0,3,9
West Wing,TV Show,,,,1,3,9
CTEMF,Events,,,1,0,3,5
D-Day,History,,,,1,2,5
Donga,Culture,,,1,1,3,5
Westworld,TV Show,,,,1,3,9
Egoli,Geography,Places,,1,1,2,5
Egypt,Geography,Country,,,0,1,5
Hannibal,TV Show,,,,1,3,8
flint,Things,,,,1,1,5
Fossa,Animals,,,,1,3,5
Anunnaki,People and Characters,,,,0,3,8
Gouda,Food and Drink,,,,1,1,5
Hanoi,Geography,City,Capital,,1,3,5
Caligula,People and Characters,,,,1,3,8
Honda,Companies,,,,1,1,5
India,Geography,Country,,,0,1,5
Italy,Geography,Country,,,0,1,5
Kabul,Geography,City ,,,0,3,5
Kenya,Geography,Country,,,0,2,5
Kombi,Culture,,,1,1,2,5
Lemur,Animals,,,,0,2,5
liger,Animals,,,,0,2,5
Minsk,Geography,City,Capital,,1,3,5
Idi Amin,People and Characters,Politician,,,0,3,8
Monex,Companies,,,,0,3,5
Nauru,Geography,Country,,,1,3,5
Nkosi,Culture,,,1,1,2,5
Nooit,Culture,,,1,1,2,5
NSFAS,Companies,,,1,0,1,5
Okapi,Animals,,,,0,3,5
On-on,Games,,,,0,1,5
Seinfeld,TV Show,,,,0,3,8
Padel,Sports,,,,1,1,5
Palau,Geography,Country,,,0,3,5
Paris,Geography,City,,,0,1,5
Pepsi,Companies,,,,0,1,5
Petra,Geography,Landmarks,,,0,2,5
Pluto,Geography,planet,,,1,1,5
Robot,Culture,,,1,1,2,5
Sasol,Companies,,,,0,1,5
Seoul,Geography,City,,,0,2,5
Pokimane,People and Characters,Streamer,,,1,3,8
Shard,Geography,Landmarks,,,0,3,5
Slack,Companies,,,,1,2,5
Socrates,People and Characters,,,,0,3,8
Sloth,Animals,,,,1,1,5
Saitama,People and Characters,Anime,,,1,3,7
Spain,Geography,Country,,,0,1,5
Swiss,Food and Drink,,,,0,1,5
TKZee,Music,Artist,,1,1,2,5
Tokyo,Geography,City,,,0,1,5
Tonga,Geography,Country,,,0,3,5
Uluru,Geography,Landmarks,,,0,3,5
venus,Geography,,,,0,1,5
wimpy,Companies,,,,1,1,5
Yasis,Culture,,,1,1,2,5
Zebra,Animals,,,,1,1,5
1984,Language and Literature ,Book,,,0,3,4
AT&T,Companies,,,,1,2,4
Arceus,People and Characters,Pokemon,,,0,3,6
Bern,Geography,City,Capital,,0,3,4
Boet,Culture,,,1,1,1,4
Brie,Food and Drink,,,,1,2,4
Top Chef,TV Show,,,,1,3,8
Fleabag,TV Show,,,,1,3,7
Feta,Food and Drink,,,,0,1,4
Gees,Culture,,,1,1,2,4
Gogo,Culture,,,1,0,2,4
Hulu,Companies,,,,1,2,4
iPad,Things,,,,0,1,4
Amish,People and Characters,,,,1,3,5
Kudu,Animals,,,,0,2,4
Kyiv,Geography,City,Capital,,0,3,4
Laos,Geography,City,,,0,3,4
Narcos,TV Show,,,,1,3,6
Lynx,Animals,,,,1,2,4
Muti,Culture,,,1,0,3,4
Nike,Companies,,,,0,1,4
Oslo,Geography,City,Capital,,1,2,4
Peru,Geography,Country,,,0,2,4
Puma,Animals,,,,1,1,4
Risk,Games,,,,1,2,4
Rome,Geography,City,,,0,1,4
Fargo,TV Show,,,,1,3,5
MKBHD,People and Characters,Youtube,,,0,3,5
Vape,Things,,,,1,1,4
Ozark,TV Show,,,,1,3,5
Visa,Companies,,,,0,1,4
Smosh,People and Characters,Youtube,,,1,3,5
YMCA,Music,Lyrics,,,0,1,4
Zinc,Math and Science,,,,0,1,4
BMW,Companies,,,,0,1,3
GBV,History,Event,,,0,1,3
KFC,Companies,,,,1,1,3
MMA,Sports,,,,0,1,3
MTN,Companies,,,,0,1,3
Oke,Culture,,,1,1,2,3
OTP,Technology,,,,1,2,3
Pho,Food and Drink,Meal,,,0,1,3
RAM,Technology,,,,0,1,3
ufo,Things,,,,0,1,3
UNO,Games,,,,1,1,3
xQc,People and Characters,Streamer,,,0,3,3
Y2K,History,,,,1,1,3
you,Companies,,,,1,1,3
Zef,Culture,,,1,1,2,3
BP,Companies,,,,1,1,2
Veep,TV Show,,,,1,3,4
Ackermans,Companies,,,,1,1,
Billabong,Companies,,,,1,1,
Boston,Geography,,,,0,1,
Business day,Events,,,,1,1,
cape town harbour,Geography,,,,1,1,
casual day,Events,,,,0,1,
clifton,Geography,,,,0,1,
Daily Sun,Companies,,,,0,1,
Dallas,Geography,,,,1,2,
doom,Games,Things,,,1,1,
edinburgh,Geography,,,,0,2,
england,geography,,,,1,1,
guy fawkes ,Events,,,,0,1,
herbalife,Companies,,,,1,1,
hide and seek,Games,,,,0,1,
klipdrift,Food and Drink,,,,0,2,
last christmas,Events,,,,0,1,
london,Geography,,,,0,1,
manchester,Geography,,,,0,1,
mars,Geography,,,,0,1,
Mocha,Food and Drink,,,,0,2,
mother's day,Events,,,,0,1,
nokia ,Companies,,,,1,1,
Notre Dame,Geography,,,,1,2,
o.r. tambo international airport,Geography,,,,0,2,
Ocean Basket,Companies,,,,1,1,
pakistan,geography,,,,0,1,
pearl harbour,Events,,,,0,1,
renault,Companies,,,,1,2,
Russian Roulette,Games,,,,1,2,
scotland yard,Geography,,,,0,2,
the indian ocean,Geography,,,,0,1,
