Word,Tag 1,Tag 2,Tag 3,South Africa,Colour,Difficulty,Length,Versatile
Italy,Geography,Country,,,0,1,5,
Sand Dune,Nature,,,,0,1,9,
Gone Girl,Language and Literature ,,,,0,1,9,
Cristiano Ronaldo,People and Characters,Sports,Soccer,1,1,1,17,
Johannesburg,Geography,City,,1,0,1,12,
gatsby,Culture,,,1,1,1,6,
Samsung,Companies,,,,0,1,7,
Dricus du Plessis,People and Characters,Sports,UFC,1,1,1,17,
Kenya,Geography,Country,,,0,1,5,
knysna,Geography,,,,0,1,6,
great gatsby,Language and Literature ,Book,,,0,1,12,
How to Train Your Dragon,Movies,Animation,,,1,1,24,
Hitchhiking,Culture,,,,1,1,11,
michelin star,Food and Drink,,,,1,1,13,
Sanlam,Companies,,,,0,1,6,
satellite,Technology,,,,0,1,9,
Sasol,Companies,,,,0,1,5,
kwazulu-natal,Geography,,,1,0,1,13,
Mozzarella,Food and Drink,,,,1,1,10,
Savanna,Nature,,,,0,1,7,
saxophone,Music,,,,1,1,9,
howzit,Culture,,,1,1,1,6,
say my name,Music,Lyrics,,,1,2,11,
Dwayne Johnson,People and Characters,Sports,WWE,,1,1,14,
Sceletium,Nature,South Africa,,1,0,2,9,
Floyd Mayweather Jr.,People and Characters,Sports,,,1,1,20,
discovery channel,TV Show,,,,1,1,17,
Satrix,Companies,,,,0,3,6,
Pac-Man,Games,,,,1,1,7,
kaizer chiefs,People and Characters,Sports,,1,1,1,13,
seashells,Nature,,,,0,1,9,
Kobe Bryant,People and Characters,Sports,Basketball,,1,1,11,
praying mantis,Animals,,,,0,1,14,
See both sides like Chanel,Music,Lyrics,,,1,2,26,
Dragonball Z,TV Show,Anime,,,1,1,12,
Leaf blower,Things,,,,1,2,11,
masking tape,Things,,,,1,2,12,
Lesotho,Geography,Country,,1,0,1,7,
Lance Armstrong,People and Characters,Sports,,,1,1,15,
LeBron James,People and Characters,Sports,Basketball,,1,1,12,
e.tv,TV Show,,,1,1,1,4,
Lewis Hamilton,People and Characters,Sports,F1,,1,1,14,
Lionel Messi,People and Characters,Sports,soccer,,1,1,12,
Michael Jordan,People and Characters,Sports,basketball,,1,1,14,
FIFA World Cup,History,South Africa,,,0,1,14,
Sharpshooting,Sports,,,,1,1,13,
shatterprufe,Companies,,,,0,2,12,
Michael Phelps,People and Characters,Sports,,,1,1,14,
Shell,Companies,,,1,0,1,5,
Limpopo,Geography,,,1,0,1,7,
Euphoria,TV Show,,,,1,1,8,
Michael Schumacher,People and Characters,Sports,F1,,1,1,18,
mrs ball's,Food and Drink,,,,1,1,10,
Puma,Animals,,,,0,1,4,
Shoprite,Companies,,,1,1,1,8,
Jurassic Park,Movies,,,,1,1,13,
london,Geography,,,,0,1,6,
Kill Bill,Movies,,,,1,1,9,
Silent NIGHt,Music,,,,1,2,12,
Raccoon,Animals,,,,0,1,7,
Pictionary,Games,Boardgame,,,1,1,10,
mike tyson,People and Characters,Sports,,,1,1,10,
fear factor,TV Show,,,,1,1,11,
Sinkhole,Nature,,,,0,2,8,
Sister Bettina,Music,South Africa,,1,1,1,14,
knight rider,Movies,,,,1,1,12,
Los Angeles,Geography,City,,,0,1,11,
Freedom Charter,History,South Africa,,1,0,1,15,
Muhammad Ali,People and Characters,Sports,,1,1,1,12,
Game of Thrones,TV Show,,,,1,1,15,
generations,TV Show,,,,1,1,11,
playstation 3,Games,,,,1,1,13,
Slack,Companies,,,,0,1,5,
Neil deGrasse Tyson,People and Characters,Sports,Boxing,,1,1,19,
I have a dream,Language and Literature ,Event,,,0,1,14,
Red Panda,Animals,,,,0,1,9,
Long Walk to Freedom,Movies,South Africa,,1,1,1,20,
House,TV Show,,,,1,1,5,
niknaks,Food and Drink,,,,1,1,7,
Oprah,People and Characters,Sports,,,1,1,5,
Rafael Nadal,People and Characters,Sports,Tennis,,1,1,12,
Snorkelling,Sports,,,,1,2,11,
Shrimp,Animals,,,,0,1,6,
Joe Rogan Podcast,TV Show,,,,1,1,17,
Soccer,Sports,,,,1,1,6,
jack and the beanstalk,Language and Literature ,,,,0,1,22,
Roger Federer,People and Characters,Sports,Tennis,,1,1,13,
Pokémon,Games,,,,1,1,7,
Madrid,Geography,City,,,0,1,6,
Keeping Up with Kardashians,TV Show,,,,1,1,27,
Malaysia,Geography,Country,,,0,1,8,
manchester,Geography,,,,0,1,10,
Uranus,Geography,,,,0,1,6,
Law and Order,TV Show,,,,1,1,13,
GBV,History,Event,,,0,1,3,
Hiroshima,History,,,,0,1,9,
Holocaust,History,,,,0,1,9,
Mexico,Geography,Country,,,0,1,6,
Industrial Revolution,History,Event,,,0,1,21,
mr bones,Movies,,,1,1,1,8,
Spotify,Companies,,,,1,1,7,
Pulp Fiction,Movies,,,,1,1,12,
Spur,Companies,,,1,1,1,4,
square,Math and Science,,,,0,1,6,
St. Patrick's Day,Events,Holidays,,,0,2,17,
Standard Bank,Companies,,,,0,1,13,
Stapler,Technical,triplets,,,0,1,7,
Looney Tunes,TV Show,,,,1,1,12,
Shrek 3,Movies,,,,1,1,7,
Silverfish,Animals,,,,0,1,10,
Starlink,Technology,,,,0,2,8,
Mexico City,Geography,City,,,0,1,11,
Steers,Companies,,,,1,1,6,
stenography,Technology,,,,0,3,11,
Slumdog Millionaire,Movies,,,,1,1,19,
spider-man 3,Movies,,,,1,1,12,
Santa Claus,People and Characters,Sports,,,1,1,11,
Ster-Kinekor,Companies,,,,1,1,12,
oros,Food and Drink,,,,1,1,4,
Serena Williams,People and Characters,Sports,Tennis,,1,1,15,
stethoscope,Technology,,,,0,2,11,
Shaquille O'Neal,People and Characters,Sports,Basketball,,1,1,16,
Siya Kolisi,People and Characters,Sports,Rugby,,1,1,11,
the proteas,People and Characters,Sports,,,1,1,11,
Moscow,Geography,City,,,0,1,6,
Ja nee,Culture,,,1,1,1,6,
Tiger Woods,People and Characters,Sports,Golf,,1,1,11,
Mount Everest,Geography,Landmarks,,,0,1,13,
lord of the rings,Language and Literature ,Book,,,0,1,17,
Love Island,TV Show,,,,1,1,11,
"Rock, Paper, Scissors",Games,,,,1,1,21,
New Delhi,Geography,City,Capital,,0,1,9,
Love Languages,Language and Literature ,,,,0,1,14,
m-net,TV Show,,,,1,1,5,
Sulphates,Math and Science,,,,0,2,9,
New York,Geography,City,,,0,1,8,
New Zealand,Geography,Country,,,0,1,11,
Scrabble,Games,,,,1,1,8,
Usain Bolt,People and Characters,Sports,Runner,,1,1,10,
Noot vir Noot,TV Show,,,1,1,1,13,
Surfing,Sports,,,,1,1,7,
One Piece,TV Show,Anime,,,1,1,9,
North America,Geography,,,,0,1,13,
Sweet Caroline,Music,Lyrics,,1,1,1,14,
swiss army knife,Technology,,,,0,1,16,
Notre Dame,Geography,,,,0,1,10,
o.r. tambo international airport,Geography,,,1,0,1,32,
Synchronized Swimming,Sports,,,,1,2,21,
Table Tennis,Sports,,,,1,1,12,
Taekwondo,Sports,,,,1,2,9,
Orania,Geography,Landmarks,,,0,1,6,
jol,Culture,,,1,1,1,3,
Wayde van Niekerk,People and Characters,Sports,Runner,1,1,1,17,
Talking to the Moon,Music,Lyrics,,,1,2,19,
tamagotchi,Technology,,,,0,1,10,
WNBA,People and Characters,Sports,,,1,1,4,
jou ma se,Culture,,,1,1,1,9,
Kai Cenat,People and Characters,Streamer,,,1,3,9,
Cresent City,Language and Literature ,Book,,,0,2,12,
Rick and Morty,TV Show,,,,1,1,14,
Telegram,Companies,,,,0,2,8,
telescope,Technology,,,,0,1,9,
television,Technology,,,,0,1,10,
Tennis,Sports,,,,1,1,6,
Parmesan,Food and Drink,,,,1,1,8,
Star Wars,Movies,,,,1,1,9,
pakistan,geography,,,,0,1,8,
Simon Says,Games,,,,1,1,10,
Pokimane,People and Characters,Streamer,,,1,3,8,
Paris,Geography,City,,,0,1,5,
Thanksgiving,Events,,,,0,1,12,
Penélope Cruz,People and Characters,Streamer,,,1,2,13,
metaphor,Language and Literature ,,,,0,1,8,
heidi,People and Characters,TV Show,,,1,2,5,
STEP BROTHERS ,Movies,,,,1,1,14,
pearl harbour,Geography,,,,0,1,13,
Scooby-Doo,TV Show,,,,1,1,10,
sesame street,TV Show,,,,1,1,13,
Jeannie D,People and Characters,TV Show,,1,1,2,9,
the british open,Events,,,,0,2,16,
the commonwealth games,Events,,,,0,1,22,
step up 4,Movies,,,,1,1,9,
moby dick,Language and Literature ,Book,,,0,1,9,
Sherlock,TV Show,,,,1,1,8,
the cricket world cup,Events,,,,0,1,21,
the smurfs,People and Characters,TV Show,,,1,1,10,
Terminator,Movies,,,,1,1,10,
Narnia,Language and Literature ,Places,,,0,1,6,
Trevor Noah,People and Characters,TV Show,Comedian,1,1,1,11,
The Avengers,Movies,,,,1,1,12,
The French Open,Events,Sports,,,0,2,15,
kim kardashian,People and Characters,TV Shows,,,1,1,14,
Pluto,Geography,planet,,,0,1,5,
Simpsons,TV Show,,,,1,1,8,
Nagasaki,History,,,,0,1,8,
Oliver Twist,Language and Literature ,Book,,,0,1,12,
The Fast and the Furious,Movies,,,,1,1,24,
Portugal,Geography,Country,,,0,1,8,
the internet,Technology,,,,0,1,12,
The Flash,Movies,,,,1,1,9,
the kruger millions,Things,,,,1,2,19,
Sky News,TV Show,,,,1,1,8,
Solitaire,Games,,,,1,1,9,
Pretoria,Geography,City,,1,0,1,8,
The Incredibles,Movies,,,,1,1,15,
the lion sleeps tonight,Music,Lyrics,,,1,1,23,
Outliers,Language and Literature ,,,,0,1,8,
the karate kid,Movies,,,,1,1,14,
Pyramids,Geography,Landmarks,,,0,1,8,
Rome,Geography,City,,,0,1,4,
philosophy,Language and Literature ,,,,0,1,10,
Russia,Geography,Country,,,0,1,6,
Politics,Language and Literature ,,,,0,1,8,
NATO,History,,,,0,1,4,
Sandton,Geography,,,,0,1,7,
Saudi Arabia,Geography,Country,,,0,1,12,
South Park,TV Show,,,,1,1,10,
The oktoberfest,Events,,,,0,2,15,
Seoul,Geography,City,,,0,1,5,
the oscars,Events,,,,0,1,10,
Disgrace,Language and Literature ,Book,,,0,3,8,
sherlock holmes,People and Characters,TV Shows,,,1,1,15,
Suits,TV Show,,,,1,1,5,
snoopy,People and Characters,TV Shows,,,1,1,6,
Lilly Singh,People and Characters,Youtube,,,1,3,11,
Somalia,Geography,Country,,,0,1,7,
South Africa,Geography,Country,,1,0,1,12,
south america,Geography,,,,0,1,13,
Liza Koshy,People and Characters,Youtube,,,1,3,10,
South Korea,Geography,Country,,,0,1,11,
"Ready, Set, Go",Language and Literature ,triplets,,,0,1,14,
MKBHD,People and Characters,Youtube,,,1,3,5,
Sapiens,Language and Literature ,,,,0,1,7,
Spain,Geography,Country,,,0,1,5,
The Super Bowl,Events,,,,0,1,14,
Statue of Liberty,Geography,Landmarks,,1,0,1,17,
Rhodes must fall,History,South Africa,,,0,1,16,
Superstore,TV Show,,,,1,1,10,
PewDiePie,People and Characters,Youtube,,1,1,3,9,
Survivor,TV Show,,,,1,1,8,
sun city,Geography,,,,0,1,8,
Switzerland,Geography,Country,,,0,1,11,
the bold and the beautiful,TV Show,,,,1,1,26,
Street Fighter ,Games,,,,1,1,15,
Ryan Higa,People and Characters,Youtube,,,1,3,9,
Sydney Opera House,Geography,Landmarks,,,0,1,18,
Katie Holmes,People and Characters,Actor,,,1,2,12,
Thermodynamics,Math and Science,,,,0,2,14,
They not like us,Music,Lyrics,,,1,1,16,
they were all yellow,Music,Lyrics,,,1,2,20,
Smosh,People and Characters,Youtube,,,1,3,5,
Super Mario Bros.,Games,,,,1,1,17,
Tetris,Games,,,,1,1,6,
Casey Neistat,People and Characters,Youtube,,1,1,2,13,
Logan Paul,People and Characters,Youtube,,,1,2,10,
MrBeast,People and Characters,Youtube,,,1,2,7,
Pepsi Max,Food and Drink,,,,1,1,9,
Sharpeville,History,South Africa,,,0,1,11,
TKZee,Music,Artist,,1,1,2,5,
"Stop, Drop, Roll",Language and Literature ,triplets,,,0,1,16,
"To the window, to the wall",Music,Artist,,,1,2,26,
Amish,People and Characters,,,,0,3,5,
pesto,Food and Drink,,,,1,1,5,
Taj Mahal,Geography,Landmarks,,1,0,1,9,
Klopse,Culture,,,1,1,1,6,
Knitting,Culture,,,,1,1,8,
Thailand,Geography,Country,,,0,1,8,
Aristotle,People and Characters,,,,0,3,9,
Socrates,People and Characters,,,,0,3,8,
bugs bunny,People and Characters,,,,1,1,10,
Pho,Food and Drink,Meal,,,1,1,3,
The Witcher,Games,,,,1,2,11,
Tomorrowland,Events,,,,0,3,12,
the big hole ,Geography,,,,0,2,13,
Henry Ford,People and Characters,,,,0,2,10,
Too Good at Goodbyes,Music,,,,1,2,20,
The Boys,TV Show,,,,1,1,8,
Tornado,Nature,,,,0,1,7,
Sloth,Animals,,,,0,1,5,
Jean-Michel Basquiat,People and Characters,,,,0,2,20,
Touch Typing,Technology,,,,0,1,12,
The Lion King,Movies,,,,1,1,13,
Toyota,Companies,,,,0,1,6,
Traffic Light,Technology,triplets,,,0,1,13,
the garden of eden,Geography,,,,0,1,18,
the indian ocean,Geography,,,,0,1,16,
Trapezium,Math and Science,triplets,,,0,2,9,
The Alchemist ,Language and Literature ,,,,0,1,14,
the constitution ,Language and Literature ,,,1,0,1,17,
Soweto Uprising,History,South Africa,,1,0,1,15,
the london eye,Geography,,,,0,1,14,
Pablo Picasso,People and Characters,,,,0,2,13,
the apostles,People and Characters,,,,0,2,12,
Triangle ,Math and Science,,,,0,1,9,
Triathlon,Sports,,,,1,1,9,
Pronutro,Food and Drink,,,1,1,1,8,
Tic-Tac-Toe,Games,,,,1,1,11,
the cosby show,TV Show,,,,1,1,14,
Koeksisters,Culture,,,1,1,1,11,
Turing Machine,Math and Science,,,,0,3,14,
the middle east,Geography,,,,0,1,15,
Snow Leopard,Animals,,,,0,1,12,
The wright Brothers,People and Characters,,,,0,2,19,
TV license,Things,,,,1,1,10,
The Hunger Games,Language and Literature ,,,,0,1,16,
The Good Doctor,TV Show,,,,1,1,15,
The Office,TV Show,,,,1,1,10,
tomb raider,Games,,,,1,1,11,
Two oceans marathon,Events,,,1,0,1,19,
barack obama,People and Characters,,,,0,1,12,
Tymebank,Companies,,,1,0,1,8,
Koesisters,Culture,,,1,1,1,10,
barbie and ken,People and Characters,,,,0,1,14,
ufo,Math and Science,,,,0,1,3,
Ultimate Frisbee,Sports,,,,1,2,16,
the niagara falls,Geography,,,,0,1,17,
Laaitie,Culture,,,1,1,1,7,
the northern cape,Geography,,,,0,1,17,
The Great Trek ,History,Event,,,0,1,15,
the pyramids,Geography,,,,0,1,12,
the red sea,geography,,,,0,1,11,
Twister,Games,,,,1,1,7,
trappe van vergelyking,Language and Literature ,Book,,1,0,1,22,
Up the Creek,Events,,,,0,3,12,
the taj mahal,Geography,,,,0,1,13,
bill gates,People and Characters,,,,0,1,10,
USB,Technology,,,,0,1,3,
chris barnard,People and Characters,,,,0,1,13,
The Little Mermaid,Movies,,,,1,1,18,
Tokyo,Geography,City,,,0,1,5,
Lekker,Culture,,,1,1,1,6,
vaccine,Math and Science,,,,0,1,7,
Valentine's Day,Events,,,,0,1,15,
Turkey,Geography,Country,,,0,1,6,
Vape,Technology,,,,0,1,4,
Vaseline,Companies,,,,1,1,8,
United Kingdom,Geography,Country,,,0,1,14,
United States,Geography,Country,,,0,1,13,
david and goliath,People and Characters,,,,0,1,17,
donald duck,People and Characters,,,,1,1,11,
university of the western cape,Geography,Places,,1,0,1,30,
V&A Waterfront,Geography,Places,,1,0,1,14,
The Moon Landing,History,,,,0,1,16,
galileo galilei,People and Characters,,,,0,1,15,
Halle Berry,People and Characters,,,,0,1,11,
virgin mobile,Companies,,,,1,1,13,
Virus,Math and Science,,,,0,1,5,
Visa,Companies,,,,0,1,4,
harvey weinstein,People and Characters,,,,0,1,16,
Vodacom,Companies,,,,0,1,7,
Now-now,Culture,,,1,1,1,7,
Takkies,Culture,,,1,1,1,7,
venus,Geography,,,,0,1,5,
Volleyball,Sports,,,,1,2,10,
VPN,Technology,,,,0,2,3,
Vulindlela,Music,,,1,1,3,10,
Tokoloshe,Culture,,,1,1,1,9,
Wakanda,Language and Literature ,Places,,,0,1,7,
Victoria Falls,Geography,Landmarks,,,0,1,14,
Walking,Sports,,,,1,1,7,
Titanic,History,,,,0,1,7,
Toy Story,Movies,,,,1,1,9,
Tortoise,Animals,,,,0,1,8,
wales,Geography,Country,,,0,1,5,
War and Peace,Events,,,,0,2,13,
watch me nae nae,Music,Lyrics,,,1,1,16,
Water Cycle,Math and Science,triplets,,,0,1,11,
Water Polo,Sports,,,,1,1,10,
watermelon sugar high,Music,Lyrics,,,1,1,21,
Ocean waves,Nature,,,,0,1,11,
isaac newton,People and Characters,,,1,0,1,12,
We Are the Champions,Music,Lyrics,,,1,1,20,
"We will, we will rock you",Music,Lyrics,,,1,1,25,
Walrus,Animals,,,,0,1,6,
walt disney,Geography,,,,0,1,11,
Comoros,Geography,,,,0,3,7,
The penguin,TV Show,,,,1,1,11,
Western Cape,Geography,,,1,0,1,12,
jamie oliver,People and Characters,,,,0,1,12,
The Umbrella Academy,TV Show,,,,1,1,20,
"What is love, baby don't hurt me",Music,Lyrics,,,1,1,32,
whatsapp,Companies,,,,0,1,8,
Whirlpool,Nature,,,,0,1,9,
Redbull,Food and Drink,Drink,,,1,1,7,
saffron,Food and Drink,,,,1,1,7,
Tokoloshi,Culture,,,1,1,1,9,
wifi,Technology,,,,0,1,4,
wikipedia,Companies,,,,0,1,9,
Weasel,Animals,,,,0,1,6,
Wilderness,Geography,,,,0,1,10,
jeep,People and Characters,,,,0,1,4,
Jimi Hendrix,People and Characters,,,,0,1,12,
wimpy,Companies,,,,1,1,5,
Steri stumpie,Food and Drink,,,1,1,1,13,
windsurfing,Sports,,,,1,1,11,
Khoi and San,People and Characters,,,1,0,1,12,
minnie mouse,People and Characters,,,,0,1,12,
Wizardz,Companies,,,,1,1,7,
Mowbray Suburbs,People and Characters,,,,0,1,15,
Wildebeest,Animals,,,,0,1,10,
Neil Armstrong,People and Characters,,,,0,1,14,
flood light,Things,,,,1,2,11,
Prince,People and Characters,,,,0,1,6,
fiela se kind,Language and Literature ,Phonics,,,0,2,13,
Woolworths,Companies,,,,1,1,10,
tequila,Food and Drink,,,,1,1,7,
Workers’ Day,Events,,,1,0,1,12,
UNO,Games,,,,1,1,3,
United Nations,History,Event,,,0,1,14,
World War I,History,Wars,,,0,1,11,
World Wide Web,Technology,,,,0,1,14,
Ubuntu,Culture,,,1,1,1,6,
The Voice,TV Show,,,,1,1,9,
X-ray,Technology,,,,0,1,5,
xbox,Games,,,,1,1,4,
xenophobia,Language and Literature ,,,,0,1,10,
isiXhosa,Language and Literature ,,,1,0,1,8,
rihanna,People and Characters,,,,0,1,7,
World War II,History,Wars,,,0,1,12,
Yamaha,Companies,,,1,0,2,6,
voetsek,Culture,,,1,1,1,7,
Vuvuzela,Culture,,,1,1,1,8,
yellow submarine,Music,,,,1,1,16,
YMCA,Music,Lyrics,,,1,1,4,
you,Companies,,,,1,1,3,
"You Are My Fire, My One Desire",Music,Lyrics,,,1,2,30,
ron weasley,People and Characters,,,,1,1,11,
Youth Day,Events,,,1,0,1,9,
Youtube,Companies,,,,0,1,7,
Superman,People and Characters,,,,0,1,8,
Zebra,Animals,,,,0,1,5,
"WP, JOU LEKKER DING",Culture,,,1,1,1,19,
the vikings,People and Characters,,,,0,1,11,
Zinc,Math and Science,,,,0,1,4,
Vincent van Gogh,People and Characters,,,,0,1,16,
William Smith,People and Characters,,,1,0,1,13,
Zone Fitness,Companies,,,,1,1,12,
toblerone,Food and Drink,,,,1,1,9,
